participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.treatment,participant.game,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.treatments_human,session.config.name,session.config.real_world_currency_per_point,session.config.use_browser_bots,session.config.participation_fee,session.config.treatments_robot,session.config.test,introduction.1.player.id_in_group,introduction.1.player.role,introduction.1.player.payoff,introduction.1.player.prolific_ID,introduction.1.group.id_in_subsession,introduction.1.subsession.round_number,assignment.1.player.id_in_group,assignment.1.player.role,assignment.1.player.payoff,assignment.1.group.id_in_subsession,assignment.1.subsession.round_number,dictator_robot.1.player.id_in_group,dictator_robot.1.player.role,dictator_robot.1.player.payoff,dictator_robot.1.player.treatment,dictator_robot.1.player.kept,dictator_robot.1.group.id_in_subsession,dictator_robot.1.subsession.round_number,trust_robot_firstmover_strategy.1.player.id_in_group,trust_robot_firstmover_strategy.1.player.role,trust_robot_firstmover_strategy.1.player.payoff,trust_robot_firstmover_strategy.1.player.treatment,trust_robot_firstmover_strategy.1.player.sent_amount,trust_robot_firstmover_strategy.1.player.sent_back_amount,trust_robot_firstmover_strategy.1.player.sent_back0,trust_robot_firstmover_strategy.1.player.sent_back1,trust_robot_firstmover_strategy.1.player.sent_back2,trust_robot_firstmover_strategy.1.player.sent_back3,trust_robot_firstmover_strategy.1.player.sent_back4,trust_robot_firstmover_strategy.1.player.sent_back5,trust_robot_firstmover_strategy.1.player.rmse,trust_robot_firstmover_strategy.1.group.id_in_subsession,trust_robot_firstmover_strategy.1.subsession.round_number,trust_robot_secondmover.1.player.id_in_group,trust_robot_secondmover.1.player.role,trust_robot_secondmover.1.player.payoff,trust_robot_secondmover.1.player.treatment,trust_robot_secondmover.1.player.sent_amount,trust_robot_secondmover.1.player.send_back_belief,trust_robot_secondmover.1.player.sent_back_amount,trust_robot_secondmover.1.player.rmse,trust_robot_secondmover.1.group.id_in_subsession,trust_robot_secondmover.1.subsession.round_number,ultimatum_robot_proposer_strategy.1.player.id_in_group,ultimatum_robot_proposer_strategy.1.player.role,ultimatum_robot_proposer_strategy.1.player.payoff,ultimatum_robot_proposer_strategy.1.player.treatment,ultimatum_robot_proposer_strategy.1.player.offer,ultimatum_robot_proposer_strategy.1.player.accept_minimum,ultimatum_robot_proposer_strategy.1.player.accept,ultimatum_robot_proposer_strategy.1.player.rmse,ultimatum_robot_proposer_strategy.1.group.id_in_subsession,ultimatum_robot_proposer_strategy.1.subsession.round_number,ultimatum_robot_responder_strategy.1.player.id_in_group,ultimatum_robot_responder_strategy.1.player.role,ultimatum_robot_responder_strategy.1.player.payoff,ultimatum_robot_responder_strategy.1.player.treatment,ultimatum_robot_responder_strategy.1.player.offer,ultimatum_robot_responder_strategy.1.player.belief_minimum,ultimatum_robot_responder_strategy.1.player.accept_minimum,ultimatum_robot_responder_strategy.1.player.accept,ultimatum_robot_responder_strategy.1.player.rmse,ultimatum_robot_responder_strategy.1.group.id_in_subsession,ultimatum_robot_responder_strategy.1.subsession.round_number,final_results.1.player.id_in_group,final_results.1.player.role,final_results.1.player.payoff,final_results.1.group.id_in_subsession,final_results.1.subsession.round_number,survey.1.player.id_in_group,survey.1.player.role,survey.1.player.payoff,survey.1.player.what_happens_with_payoffs,survey.1.player.age,survey.1.player.gender,survey.1.player.degree,survey.1.player.field_of_study,survey.1.player.employment,survey.1.player.familiarity,survey.1.player.confidence,survey.1.group.id_in_subsession,survey.1.subsession.round_number,final_screen.1.player.id_in_group,final_screen.1.player.role,final_screen.1.player.payoff,final_screen.1.group.id_in_subsession,final_screen.1.subsession.round_number,dictator_human.1.player.id_in_group,dictator_human.1.player.role,dictator_human.1.player.payoff,dictator_human.1.group.id_in_subsession,dictator_human.1.group.kept,dictator_human.1.subsession.round_number,trust_human_strategy.1.player.id_in_group,trust_human_strategy.1.player.role,trust_human_strategy.1.player.payoff,trust_human_strategy.1.player.sent_back0,trust_human_strategy.1.player.sent_back1,trust_human_strategy.1.player.sent_back2,trust_human_strategy.1.player.sent_back3,trust_human_strategy.1.player.sent_back4,trust_human_strategy.1.player.sent_back5,trust_human_strategy.1.group.id_in_subsession,trust_human_strategy.1.group.treatment,trust_human_strategy.1.group.sent_amount,trust_human_strategy.1.group.send_back_belief,trust_human_strategy.1.group.sent_back_amount,trust_human_strategy.1.subsession.round_number,ultimatum_human_strategy.1.player.id_in_group,ultimatum_human_strategy.1.player.role,ultimatum_human_strategy.1.player.payoff,ultimatum_human_strategy.1.group.id_in_subsession,ultimatum_human_strategy.1.group.treatment,ultimatum_human_strategy.1.group.offer,ultimatum_human_strategy.1.group.belief_minimum,ultimatum_human_strategy.1.group.accept_minimum,ultimatum_human_strategy.1.group.accept,ultimatum_human_strategy.1.subsession.round_number
61,skfe3lea,5e8b0faa3d71b07b69ef26f4,0,23,24,survey,Survey,2021-12-14 18:29:44.609616,1,,,5.0,no info,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,61,,0.0,5e8b0faa3d71b07b69ef26f4,1,1,1,,0.0,28,1,61,,5.0,no info,5.0,1,1,61,,0.0,,,,,,,,,,,1,1,61,,0.0,,,,,,1,1,61,,0.0,,,,,,1,1,61,,0.0,,,,,,,1,1,61,,0.0,1,1,61,,0.0,,,,,,,,,1,1,61,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,9iiwpzt3,5d9f8573ce3daf0015e3e400,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:45.050732,1,,,10.0,programmer,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,62,,0.0,5d9f8573ce3daf0015e3e400,1,1,1,,0.0,29,1,62,,10.0,programmer,10.0,1,1,62,,0.0,,,,,,,,,,,1,1,62,,0.0,,,,,,1,1,62,,0.0,,,,,,1,1,62,,0.0,,,,,,,1,1,62,,0.0,1,1,62,,0.0,"Since the other participant is a computer, the payoffs would not be paid out.",30,male,2,econ,full,1,3,1,1,62,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8i6522pf,60feb1a03c29d23a1476520f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:45.184618,1,,,5.0,machine earns,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,63,,0.0,60feb1a03c29d23a1476520f,1,1,2,,0.0,26,1,63,,5.0,machine earns,5.0,1,1,63,,0.0,,,,,,,,,,,1,1,63,,0.0,,,,,,1,1,63,,0.0,,,,,,1,1,63,,0.0,,,,,,,1,1,63,,0.0,1,1,63,,0.0,Goes back into a pot,24,female,2,other,part,1,3,1,1,63,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,e1p74p4t,6108103e7cdaf6c911ee5c4c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:47.721712,1,,,8.0,token,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,64,,0.0,6108103e7cdaf6c911ee5c4c,1,1,1,,0.0,33,1,64,,0.0,,,1,1,64,,8.0,token,4.0,9.0,5.0,4.0,6.0,7.0,9.0,10.0,1.7320508075688772,1,1,64,,0.0,,,,,,1,1,64,,0.0,,,,,,1,1,64,,0.0,,,,,,,1,1,64,,0.0,1,1,64,,0.0,They are rewarded and so are you,45,female,2,other_social,full,2,2,1,1,64,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,gr26jgv5,55e7b91341988f000575d6b5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:48.932304,1,,,13.0,machine earns,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,65,,0.0,55e7b91341988f000575d6b5,1,1,1,,0.0,30,1,65,,0.0,,,1,1,65,,13.0,machine earns,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.4142135623730951,1,1,65,,0.0,,,,,,1,1,65,,0.0,,,,,,1,1,65,,0.0,,,,,,,1,1,65,,0.0,1,1,65,,0.0,"I assume the computer keeps the money it earns for itself, as was said in the study. ",35,female,3,other,full,3,2,1,1,65,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,plf8cokx,5e5e5b2488479216d9171d1b,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:49.470880,1,,,10.0,programmer,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,66,,0.0,5e5e5b2488479216d9171d1b,1,1,2,,0.0,29,1,66,,10.0,programmer,10.0,1,1,66,,0.0,,,,,,,,,,,1,1,66,,0.0,,,,,,1,1,66,,0.0,,,,,,1,1,66,,0.0,,,,,,,1,1,66,,0.0,1,1,66,,0.0,I don't think there are actual payoffs to another participant.,57,female,4,med,no,3,1,1,1,66,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,xfmovl3c,61099736cede2ad0e1b3ba78,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:49.628782,1,,,13.0,token,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,67,,0.0,61099736cede2ad0e1b3ba78,1,1,2,,0.0,33,1,67,,0.0,,,1,1,67,,13.0,token,4.0,4.0,0.0,1.0,2.0,3.0,4.0,5.0,2.0,1,1,67,,0.0,,,,,,1,1,67,,0.0,,,,,,1,1,67,,0.0,,,,,,,1,1,67,,0.0,1,1,67,,0.0,Hopefully they receive them and use them for something that makes them happy!,33,female,2,other,part,0,2,1,1,67,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,wwimoh43,611eb5db46ee495d60b16aae,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.030351,1,,,5.0,machine earns,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,68,,0.0,611eb5db46ee495d60b16aae,1,1,2,,0.0,40,1,68,,0.0,,,1,1,68,,0.0,,,,,,,,,,,1,1,68,,0.0,,,,,,1,1,68,,5.0,machine earns,5.0,5.0,1,2.449489742783178,1,1,68,,0.0,,,,,,,1,1,68,,0.0,1,1,68,,0.0,I assume the computer saves it for another participant.,46,other,2,other,no,3,2,1,1,68,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,7dmi0lnt,5c27e76978fad500019328cc,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.074273,1,,,10.0,no info,dictator_robot,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,69,,0.0,5c27e76978fad500019328cc,1,1,2,,0.0,28,1,69,,10.0,no info,10.0,1,1,69,,0.0,,,,,,,,,,,1,1,69,,0.0,,,,,,1,1,69,,0.0,,,,,,1,1,69,,0.0,,,,,,,1,1,69,,0.0,1,1,69,,0.0,"Since it was a computer, I would think they go nowhere or back to the organizers of this study.",37,male,3,other,full,3,3,1,1,69,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,08s8soqb,603e86969a3fd3ec23e64a13,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:50.487019,1,,,15.0,machine earns,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,70,,0.0,603e86969a3fd3ec23e64a13,1,1,2,,0.0,35,1,70,,0.0,,,1,1,70,,0.0,,,,,,,,,,,1,1,70,,15.0,machine earns,0.0,3.0,10.0,6.064468466220084,1,1,70,,0.0,,,,,,1,1,70,,0.0,,,,,,,1,1,70,,0.0,1,1,70,,0.0,"The other participant is a computer, so I believe the payoffs go back into the lump sum of money used to fund this experiment.",38,female,2,psych,full,3,4,1,1,70,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,h0duyyfk,5ddd675deb3973cbee9e415c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:51.007308,1,,,6.0,machine earns,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,71,,0.0,5ddd675deb3973cbee9e415c,1,1,2,,0.0,30,1,71,,0.0,,,1,1,71,,6.0,machine earns,1.0,2.0,0.0,2.0,3.0,5.0,7.0,10.0,1.7320508075688772,1,1,71,,0.0,,,,,,1,1,71,,0.0,,,,,,1,1,71,,0.0,,,,,,,1,1,71,,0.0,1,1,71,,0.0,They will probably be spent,26,male,2,econ,full,2,2,1,1,71,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,70qyu6xu,593ab35d51244c00013dcb69,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.404768,1,,,10.0,no info,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,72,,0.0,593ab35d51244c00013dcb69,1,1,1,,0.0,32,1,72,,0.0,,,1,1,72,,10.0,no info,3.0,4.0,0.0,1.0,3.0,4.0,6.0,7.0,1.0,1,1,72,,0.0,,,,,,1,1,72,,0.0,,,,,,1,1,72,,0.0,,,,,,,1,1,72,,0.0,1,1,72,,0.0,"I think they are imaginary, and don't actually result in a payoff.",56,male,2,other,part,2,2,1,1,72,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,6ghi2wzl,5c347cb8bef9a20001e30950,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.747972,1,,,5.0,token,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,73,,0.0,5c347cb8bef9a20001e30950,1,1,1,,0.0,43,1,73,,0.0,,,1,1,73,,0.0,,,,,,,,,,,1,1,73,,0.0,,,,,,1,1,73,,5.0,token,5.0,5.0,1,2.449489742783178,1,1,73,,0.0,,,,,,,1,1,73,,0.0,1,1,73,,0.0,I am assuming it is saved because the other participant was a computer,39,male,2,other,full,3,3,1,1,73,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,9tja34ot,5f357a52ddc87914266543e3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:53.776974,1,,,4.0,no info,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,74,,0.0,5f357a52ddc87914266543e3,1,1,2,,0.0,32,1,74,,0.0,,,1,1,74,,4.0,no info,3.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,1.4142135623730951,1,1,74,,0.0,,,,,,1,1,74,,0.0,,,,,,1,1,74,,0.0,,,,,,,1,1,74,,0.0,1,1,74,,0.0,Im not sure.,18,female,1,na,no,3,3,1,1,74,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,acd7k1h5,6102d5e6ff92a8dd0cce6b8f,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:54.660364,1,,,14.0,token,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,75,,0.0,6102d5e6ff92a8dd0cce6b8f,1,1,1,,0.0,38,1,75,,0.0,,,1,1,75,,0.0,,,,,,,,,,,1,1,75,,14.0,token,5.0,10.0,10.0,5.390320542932076,1,1,75,,0.0,,,,,,1,1,75,,0.0,,,,,,,1,1,75,,0.0,1,1,75,,0.0,It will sent to their account.,35,male,4,law,full,0,4,1,1,75,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,xvrl1kqh,61380e91fdd449e05017e8ac,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:54.981897,1,,,11.0,programmer,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,76,,0.0,61380e91fdd449e05017e8ac,1,1,2,,0.0,39,1,76,,0.0,,,1,1,76,,0.0,,,,,,,,,,,1,1,76,,11.0,programmer,3.0,2.0,9.0,4.660710484703188,1,1,76,,0.0,,,,,,1,1,76,,0.0,,,,,,,1,1,76,,0.0,1,1,76,,0.0,It gets added to their prolific account,20,male,1,other,no,0,1,1,1,76,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ctog2b89,5fd1a05738899d1bab2798ec,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:56.976851,1,,,10.0,programmer,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,77,,0.0,5fd1a05738899d1bab2798ec,1,1,1,,0.0,34,1,77,,0.0,,,1,1,77,,10.0,programmer,3.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,1.4142135623730951,1,1,77,,0.0,,,,,,1,1,77,,0.0,,,,,,1,1,77,,0.0,,,,,,,1,1,77,,0.0,1,1,77,,0.0,Goes back into the study pool.,27,female,2,natural,no,3,3,1,1,77,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,lo91mjw1,5e8eab0540aaf41584d9b1b9,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:56.982289,1,,,17.0,programmer,trust_robot_firstmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,78,,0.0,5e8eab0540aaf41584d9b1b9,1,1,2,,0.0,34,1,78,,0.0,,,1,1,78,,17.0,programmer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4142135623730951,1,1,78,,0.0,,,,,,1,1,78,,0.0,,,,,,1,1,78,,0.0,,,,,,,1,1,78,,0.0,1,1,78,,0.0,The other participant was a computer so nothing?,33,female,1,na,part,3,2,1,1,78,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,vw3mccxt,5d1e5ece2e9ac30016b522c5,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:58.286237,1,,,0.0,no info,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,79,,0.0,5d1e5ece2e9ac30016b522c5,1,1,1,,0.0,47,1,79,,0.0,,,1,1,79,,0.0,,,,,,,,,,,1,1,79,,0.0,,,,,,1,1,79,,0.0,,,,,,1,1,79,,0.0,no info,10.0,3.0,5.0,0,1.7320508075688772,1,1,79,,0.0,1,1,79,,0.0,They got to keep them.,35,female,2,other_social,full,3,3,1,1,79,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,h8r46rqn,6111782b298eff6c31853ea8,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:29:59.001954,1,,,5.0,no info,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,80,,0.0,6111782b298eff6c31853ea8,1,1,1,,0.0,42,1,80,,0.0,,,1,1,80,,0.0,,,,,,,,,,,1,1,80,,0.0,,,,,,1,1,80,,5.0,no info,5.0,4.0,1,1.4142135623730951,1,1,80,,0.0,,,,,,,1,1,80,,0.0,1,1,80,,0.0,Goes to a charity,26,female,2,natural,full,3,3,1,1,80,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,wiobcsgn,5cb553b7a0ccb30017e5b617,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:01.430075,1,,,9.0,token,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,81,,0.0,5cb553b7a0ccb30017e5b617,1,1,2,,0.0,38,1,81,,0.0,,,1,1,81,,0.0,,,,,,,,,,,1,1,81,,9.0,token,5.0,0.0,9.0,4.833333333333333,1,1,81,,0.0,,,,,,1,1,81,,0.0,,,,,,,1,1,81,,0.0,1,1,81,,0.0,The other participant was a computer in my situation so nothing happens with that payoff.,60,female,2,other,full,3,3,1,1,81,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,wi7ivi90,5d63867550d0dd0017805976,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:01.955874,1,,,4.0,programmer,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,82,,0.0,5d63867550d0dd0017805976,1,1,1,,0.0,44,1,82,,0.0,,,1,1,82,,0.0,,,,,,,,,,,1,1,82,,0.0,,,,,,1,1,82,,4.0,programmer,6.0,4.0,1,1.4142135623730951,1,1,82,,0.0,,,,,,,1,1,82,,0.0,1,1,82,,0.0,the researcher keeps them,38,male,2,other,full,3,4,1,1,82,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,nte5w51a,5c01d3c509e9c70001500b10,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:03.059230,1,,,0.0,no info,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,83,,0.0,5c01d3c509e9c70001500b10,1,1,2,,0.0,42,1,83,,0.0,,,1,1,83,,0.0,,,,,,,,,,,1,1,83,,0.0,,,,,,1,1,83,,0.0,no info,7.0,4.0,0,2.23606797749979,1,1,83,,0.0,,,,,,,1,1,83,,0.0,1,1,83,,0.0,"If they reject the offer, they will not earn anything",28,female,2,other,full,1,4,1,1,83,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ceopj5bn,5f5e32a0d6a12c6857b8e127,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:03.529940,1,,,11.0,no info,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,84,,0.0,5f5e32a0d6a12c6857b8e127,1,1,1,,0.0,37,1,84,,0.0,,,1,1,84,,0.0,,,,,,,,,,,1,1,84,,11.0,no info,2.0,4.0,8.0,6.059886320899281,1,1,84,,0.0,,,,,,1,1,84,,0.0,,,,,,,1,1,84,,0.0,1,1,84,,0.0,They disappear since the other participant is not human.,25,male,1,na,full,3,4,1,1,84,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,dwppgoma,60bd784514215b77d2a0f4d8,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:04.909271,1,,,5.0,token,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,85,,0.0,60bd784514215b77d2a0f4d8,1,1,2,,0.0,43,1,85,,0.0,,,1,1,85,,0.0,,,,,,,,,,,1,1,85,,0.0,,,,,,1,1,85,,5.0,token,5.0,1.0,1,1.4142135623730951,1,1,85,,0.0,,,,,,,1,1,85,,0.0,1,1,85,,0.0,I think he or she earned the 5 points the computer earned.,39,male,2,other,full,3,3,1,1,85,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,qetidtam,5f3e5e066dfaa70464615447,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:05.285753,1,,,6.0,machine earns,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,86,,0.0,5f3e5e066dfaa70464615447,1,1,1,,0.0,45,1,86,,0.0,,,1,1,86,,0.0,,,,,,,,,,,1,1,86,,0.0,,,,,,1,1,86,,0.0,,,,,,1,1,86,,6.0,machine earns,6.0,2.0,4.0,1,2.0,1,1,86,,0.0,1,1,86,,0.0,nothing,45,female,3,other,full,4,4,1,1,86,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ohzm5sti,61158574ed206f98ac50dba7,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:07.716703,1,,,5.0,burned,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,87,,0.0,61158574ed206f98ac50dba7,1,1,2,,0.0,41,1,87,,0.0,,,1,1,87,,0.0,,,,,,,,,,,1,1,87,,0.0,,,,,,1,1,87,,5.0,burned,5.0,4.0,1,0.0,1,1,87,,0.0,,,,,,,1,1,87,,0.0,1,1,87,,0.0,Nobody gets the payoff,23,female,3,engineer,no,4,4,1,1,87,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,zn3rnk7e,5d586fdc8200f50001f03a0e,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:07.961656,1,,,9.0,machine earns,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,88,,0.0,5d586fdc8200f50001f03a0e,1,1,2,,0.0,45,1,88,,0.0,,,1,1,88,,0.0,,,,,,,,,,,1,1,88,,0.0,,,,,,1,1,88,,0.0,,,,,,1,1,88,,9.0,machine earns,5.0,5.0,5.0,1,1.4142135623730951,1,1,88,,0.0,1,1,88,,0.0,na,33,male,2,med,full,4,4,1,1,88,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,qgk47hmk,60d3740f31606cb50e49f00c,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:09.705197,1,,,12.0,no info,trust_robot_secondmover,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,89,,0.0,60d3740f31606cb50e49f00c,1,1,2,,0.0,37,1,89,,0.0,,,1,1,89,,0.0,,,,,,,,,,,1,1,89,,12.0,no info,1.0,2.0,8.0,5.461989869391313,1,1,89,,0.0,,,,,,1,1,89,,0.0,,,,,,,1,1,89,,0.0,1,1,89,,0.0,I assume they're distributed to other participants in other surveys,30,male,2,natural,full,1,2,1,1,89,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,mqbxki1l,58d069219dbe3f0001258793,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:12.543831,1,,,7.0,burned,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,90,,0.0,58d069219dbe3f0001258793,1,1,1,,0.0,46,1,90,,0.0,,,1,1,90,,0.0,,,,,,,,,,,1,1,90,,0.0,,,,,,1,1,90,,0.0,,,,,,1,1,90,,7.0,burned,5.0,4.0,3.0,1,1.0,1,1,90,,0.0,1,1,90,,0.0,I am unsure. ,42,male,1,other,full,2,3,1,1,90,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,u2zf7piq,57dd766bbcd7150001ded5de,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:18.846109,1,,,0.0,programmer,ultimatum_robot_proposer,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,91,,0.0,57dd766bbcd7150001ded5de,1,1,2,,0.0,44,1,91,,0.0,,,1,1,91,,0.0,,,,,,,,,,,1,1,91,,0.0,,,,,,1,1,91,,0.0,programmer,5.0,6.0,0,2.23606797749979,1,1,91,,0.0,,,,,,,1,1,91,,0.0,1,1,91,,0.0,Not sure honestly but given that it was a computer it influenced me to accept 6 and no lower.  If it were a human I would have accepted 5 at minimum. ,53,male,2,other,full,1,2,1,1,91,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4h3wiu11,6107d9c1e9a66a284ebcb9d3,0,24,24,final_screen,EndOfExperiment,2021-12-14 18:30:35.276693,1,,,4.0,burned,ultimatum_robot_responder,al9gerxp,,,,,0,0,complete_robot,0.1,0,0.5,1,0,92,,0.0,6107d9c1e9a66a284ebcb9d3,1,1,2,,0.0,46,1,92,,0.0,,,1,1,92,,0.0,,,,,,,,,,,1,1,92,,0.0,,,,,,1,1,92,,0.0,,,,,,1,1,92,,4.0,burned,4.0,0.0,4.0,1,1.0,1,1,92,,0.0,1,1,92,,0.0,They would get that amount.,27,female,2,natural,full,2,2,1,1,92,,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
